l.0,l.1,0,1,2,3,4,5,6,7
0,0,0.005764,0.005162,0.004989,0.004392,0.003948,0.003324,0.002853,0.000000
0,1,0.005643,0.005300,0.005021,0.004490,0.003871,0.003284,0.002534,0.012163
0,2,0.006479,0.005789,0.005429,0.005302,0.004475,0.004752,0.003440,0.013192
1,0,0.005537,0.005206,0.004972,0.004453,0.003858,0.003269,0.002521,0.011370
1,1,0.006712,0.006234,0.005616,0.004463,0.004043,0.003797,0.002990,0.000000
1,2,0.004395,0.004457,0.004052,0.003733,0.003226,0.003174,0.002768,0.016644
2,0,0.006547,0.005906,0.005551,0.005354,0.004566,0.004761,0.003461,0.014369
2,1,0.004514,0.004568,0.004148,0.003770,0.003262,0.003182,0.002788,0.017369
2,2,0.005948,0.005997,0.006026,0.006028,0.005068,0.004592,0.005283,0.000000
