l.0,l.1,0,1,2,3,4,5,6
0,0,0.000043,0.000041,0.000035,0.000026,0.000021,0.000013,0.000009
0,1,0.000045,0.000041,0.000034,0.000027,0.000019,0.000014,0.000008
0,2,0.000034,0.000029,0.000027,0.000024,0.000018,0.000018,0.000010
1,0,0.000045,0.000041,0.000034,0.000027,0.000019,0.000014,0.000008
1,1,0.000073,0.000068,0.000048,0.000031,0.000023,0.000021,0.000013
1,2,0.000019,0.000020,0.000017,0.000013,0.000010,0.000009,0.000007
2,0,0.000034,0.000029,0.000027,0.000024,0.000018,0.000018,0.000010
2,1,0.000019,0.000020,0.000017,0.000013,0.000010,0.000009,0.000007
2,2,0.000021,0.000023,0.000024,0.000022,0.000018,0.000013,0.000017
