l.0,l.1,0,1,2,3,4,5,6,7
0,0,0.248275,0.203369,0.155355,0.137394,0.108487,0.083471,0.059816,1.000000
0,1,0.129155,0.102611,0.078389,0.068117,0.053027,0.045167,0.026730,0.507433
0,2,-0.121153,-0.109198,-0.081152,-0.065311,-0.062004,-0.041479,-0.035413,-0.518600
1,0,0.129155,0.102611,0.078389,0.068117,0.053027,0.045167,0.026730,0.507433
1,1,0.082123,0.064241,0.046620,0.040419,0.028841,0.029341,0.012632,1.000000
1,2,-0.061072,-0.053345,-0.037693,-0.025091,-0.025153,-0.012298,-0.013241,0.312258
2,0,-0.121153,-0.109198,-0.081152,-0.065311,-0.062004,-0.041479,-0.035413,-0.518600
2,1,-0.061072,-0.053345,-0.037693,-0.025091,-0.025153,-0.012298,-0.013241,0.312258
2,2,0.059499,0.059043,0.044714,0.039149,0.044658,0.043823,0.034464,1.000000
