l.0,l.1,0,1,2,3,4,5,6,7
0,0,0.255562,0.455110,0.614563,0.745701,0.851727,0.941832,1.000000,1.000000
0,1,0.138813,0.247624,0.337714,0.401051,0.459653,0.510511,0.546363,0.546363
0,2,-0.122665,-0.227752,-0.314797,-0.388997,-0.444459,-0.473664,-0.503714,-0.503714
1,0,0.138813,0.247624,0.337714,0.401051,0.459653,0.510511,0.546363,0.546363
1,1,0.092906,0.238593,0.419371,0.571238,0.741462,0.883554,1.000000,1.000000
1,2,-0.063742,-0.097563,-0.094178,-0.053284,0.031525,0.155065,0.285507,0.285507
2,0,-0.122665,-0.227752,-0.314797,-0.388997,-0.444459,-0.473664,-0.503714,-0.503714
2,1,-0.063742,-0.097563,-0.094178,-0.053284,0.031525,0.155065,0.285507,0.285507
2,2,0.059668,0.121984,0.192175,0.287542,0.429779,0.651222,1.000000,1.000000
