,Input,Input,Input,Input,Input,Output
,Flue gas (kg/s),CO2 in flue gas (wt%),Solvent rate (kg/s),Solvent concentration (wt%),Lean loading (mol CO2/mol MEA),MEA Make-up (kg/s)
0,400.0,6.93,885.2,30,0.28,0.03319473
1,444.44444400000003,6.93,885.2,30,0.28,0.047887977000000005
2,488.88888899999995,6.93,885.2,30,0.28,0.063404276
3,488.88888899999995,6.93,885.2,30,0.28,0.063404985
4,533.333333,6.93,885.2,30,0.28,0.079592724
5,577.777778,6.93,885.2,30,0.28,0.09533371800000001
6,622.222222,6.93,885.2,30,0.28,0.105218958
7,666.666667,6.93,885.2,30,0.28,0.106602067
8,711.111111,6.93,885.2,30,0.28,0.10487183800000001
9,755.5555559999999,6.93,885.2,30,0.28,0.10268351199999999
10,800.0,6.93,885.2,30,0.28,0.100675722
11,660.54,3.7417800000000003,885.2,30,0.28,0.065620645
12,660.54,4.35553,885.2,30,0.28,0.073881905
13,660.54,4.96652,885.2,30,0.28,0.08329595599999999
14,660.54,5.5747599999999995,885.2,30,0.28,0.09417432699999999
15,660.54,6.18026,885.2,30,0.28,0.105033722
16,660.54,6.78305,885.2,30,0.28,0.107579105
17,660.54,7.383139999999999,885.2,30,0.28,0.102484602
18,660.54,7.9805600000000005,885.2,30,0.28,0.095790901
19,660.54,8.57532,885.2,30,0.28,0.089236701
20,660.54,9.16743,885.2,30,0.28,0.083193701
21,660.54,6.93,600.0,30,0.28,0.05999134
22,660.54,6.93,644.4444440000001,30,0.28,0.06709044900000001
23,660.54,6.93,688.888889,30,0.28,0.074502977
24,660.54,6.93,733.333333,30,0.28,0.082168731
25,660.54,6.93,777.777778,30,0.28,0.089951512
26,660.54,6.93,822.222222,30,0.28,0.09755813099999999
27,660.54,6.93,866.666667,30,0.28,0.10436542900000001
28,660.54,6.93,885.200157,30,0.28,0.10670396800000001
29,660.54,6.93,911.1111109999999,30,0.28,0.10913933
30,660.54,6.93,955.555556,30,0.28,0.110143163
31,660.54,6.93,1000.0,30,0.28,0.107048259
32,660.54,6.93,885.2,12,0.28,0.00707349
33,660.54,6.93,885.2,15,0.28,0.0126041
34,660.54,6.93,885.2,18,0.28,0.0209434
35,660.54,6.93,885.2,21,0.28,0.033179
36,660.54,6.93,885.2,24,0.28,0.0506858
37,660.54,6.93,885.2,27,0.28,0.074989601
38,660.54,6.93,885.2,30,0.28,0.106704204
39,660.54,6.93,885.2,33,0.28,0.139410945
40,660.54,6.93,885.2,36,0.28,0.163635263
41,660.54,6.93,885.2,39,0.28,0.188960509
42,660.54,6.93,885.2,30,0.23,0.13860096800000002
43,660.54,6.93,885.2,30,0.24,0.13636256
44,660.54,6.93,885.2,30,0.25,0.133268681
45,660.54,6.93,885.2,30,0.26,0.127619324
46,660.54,6.93,885.2,30,0.27,0.118289109
47,660.54,6.93,885.2,30,0.28,0.106704204
48,660.54,6.93,885.2,30,0.29,0.09471380199999999
49,660.54,6.93,885.2,30,0.3,0.083258401
50,660.54,6.93,885.2,30,0.31,0.072689201
51,660.54,6.93,885.2,30,0.32,0.063106
