,Split,Fold,0
0,0,0,-99.99775791294206
1,1,0,-171.54192853307796
2,2,0,-3.612659376448981
3,3,0,-144.13539371358172
4,4,0,-73.54451065841124
5,5,0,-136.22573046056092
6,6,0,-47.37257100026308
7,7,0,-15.820884898781236
