,Split,Fold,0
0,0,0,0.0001
1,1,0,0.0001
2,2,0,0.027925110962794188
3,3,0,0.0001
4,4,0,0.0003577216364195236
5,5,0,0.0001
6,6,0,0.0020805537311642114
7,7,0,0.0007719402379198633
