l.0,l.1,0,1,2,3,4,5,6
0,0,0.000054,0.000099,0.000166,0.000186,0.000215,0.000243,0.000270
0,1,0.000056,0.000108,0.000178,0.000210,0.000228,0.000267,0.000297
0,2,0.000042,0.000081,0.000133,0.000152,0.000186,0.000226,0.000258
1,0,0.000056,0.000108,0.000178,0.000210,0.000228,0.000267,0.000297
1,1,0.000072,0.000203,0.000454,0.000652,0.000688,0.000874,0.001016
1,2,0.000023,0.000056,0.000116,0.000161,0.000223,0.000301,0.000375
2,0,0.000042,0.000081,0.000133,0.000152,0.000186,0.000226,0.000258
2,1,0.000023,0.000056,0.000116,0.000161,0.000223,0.000301,0.000375
2,2,0.000033,0.000070,0.000117,0.000169,0.000303,0.000425,0.000596
