l.0,l.1,0,1,2,3,4,5,6,7
0,0,0.006031,0.006516,0.007193,0.005957,0.005052,0.003480,0.000000,0.000000
0,1,0.006220,0.008136,0.010271,0.011042,0.011790,0.012503,0.012961,0.012961
0,2,0.006412,0.008509,0.010586,0.011017,0.011397,0.012741,0.013349,0.013349
1,0,0.006149,0.007951,0.009997,0.010707,0.011441,0.012087,0.012485,0.012485
1,1,0.006725,0.010118,0.012524,0.011855,0.010111,0.007388,0.000000,0.000000
1,2,0.004363,0.006690,0.010007,0.012087,0.014172,0.016190,0.017731,0.017731
2,0,0.006451,0.008646,0.010827,0.011364,0.011924,0.013286,0.013977,0.013977
2,1,0.004426,0.006819,0.010082,0.012089,0.014185,0.016318,0.018060,0.018060
2,2,0.006118,0.008628,0.010733,0.011752,0.013494,0.013917,0.000000,0.000000
