l.0,l.1,0,1,2,3,4,5,6
0,0,0.000185,0.000118,0.000078,0.000046,0.000021,0.000009,-0.000000
0,1,0.000202,0.000119,0.000078,0.000043,0.000021,0.000008,0.000000
0,2,0.000168,0.000118,0.000081,0.000053,0.000029,0.000010,0.000000
1,0,0.000202,0.000119,0.000078,0.000043,0.000021,0.000008,0.000000
1,1,0.000619,0.000227,0.000146,0.000058,0.000032,0.000013,0.000000
1,2,0.000218,0.000127,0.000082,0.000047,0.000023,0.000007,0.000000
2,0,0.000168,0.000118,0.000081,0.000053,0.000029,0.000010,0.000000
2,1,0.000218,0.000127,0.000082,0.000047,0.000023,0.000007,0.000000
2,2,0.000386,0.000307,0.000205,0.000152,0.000069,0.000017,-0.000000
