l.0,l.1,0,1,2,3,4,5,6,7
0,0,0.005804,0.006136,0.006167,0.005303,0.004020,0.002853,0.000000,0.000000
0,1,0.023390,0.021262,0.019638,0.017941,0.016197,0.014697,0.012163,0.012163
0,2,0.025623,0.023829,0.022509,0.020835,0.019048,0.016632,0.013192,0.013192
1,0,0.022133,0.020217,0.018697,0.017080,0.015363,0.013891,0.011370,0.011370
1,1,0.013271,0.010306,0.009224,0.006278,0.004666,0.002990,0.000000,0.000000
1,2,0.031345,0.028155,0.025970,0.023779,0.021552,0.019412,0.016644,0.016644
2,0,0.027657,0.025601,0.023984,0.022185,0.020262,0.017830,0.014369,0.014369
2,1,0.032425,0.029005,0.026723,0.024503,0.022286,0.020157,0.017369,0.017369
2,2,0.009421,0.012187,0.013139,0.013032,0.010197,0.005283,0.000000,0.000000
