l.0,l.1,0,1,2,3,4,5,6,7
0,0,0.251766,0.450413,0.620997,0.755952,0.861839,0.949775,1.008686,1.008686
0,1,0.147296,0.263186,0.364733,0.442966,0.511078,0.561785,0.598655,0.598655
0,2,-0.116137,-0.206580,-0.285900,-0.339036,-0.386560,-0.425240,-0.453112,-0.453112
1,0,0.147296,0.263186,0.364733,0.442966,0.511078,0.561785,0.598655,0.598655
1,1,0.106454,0.270159,0.479982,0.663154,0.855118,1.022002,1.162949,1.162949
1,2,-0.065436,-0.100742,-0.094571,-0.046417,0.033032,0.156644,0.296458,0.296458
2,0,-0.116137,-0.206580,-0.285900,-0.339036,-0.386560,-0.425240,-0.453112,-0.453112
2,1,-0.065436,-0.100742,-0.094571,-0.046417,0.033032,0.156644,0.296458,0.296458
2,2,0.053958,0.098900,0.156516,0.226930,0.340878,0.537258,0.846268,0.846268
