l.0,l.1,0,1,2,3,4,5,6
0,0,0.000042,0.000087,0.000137,0.000173,0.000216,0.000222,0.000233
0,1,0.000043,0.000092,0.000147,0.000188,0.000223,0.000241,0.000261
0,2,0.000033,0.000066,0.000103,0.000130,0.000172,0.000191,0.000210
1,0,0.000043,0.000092,0.000147,0.000188,0.000223,0.000241,0.000261
1,1,0.000070,0.000217,0.000422,0.000580,0.000667,0.000768,0.000928
1,2,0.000021,0.000053,0.000101,0.000145,0.000211,0.000263,0.000330
2,0,0.000033,0.000066,0.000103,0.000130,0.000172,0.000191,0.000210
2,1,0.000021,0.000053,0.000101,0.000145,0.000211,0.000263,0.000330
2,2,0.000026,0.000053,0.000079,0.000143,0.000292,0.000371,0.000520
