,Split,Fold,0
0,0,0,-119.50616112661295
1,1,0,-171.28279644292647
2,2,0,-74.49479171435415
3,3,0,-142.00146548727906
4,4,0,-93.60341757260679
5,5,0,-136.2256651337772
6,6,0,-84.4491308268887
7,7,0,-63.96633827025076
