,Split,Fold,0
0,0,0,2.243297908255822
1,1,0,675.2748918819427
2,2,0,2.6696786335938234
3,3,0,43.09424269909661
4,4,0,2.1703013845145858
5,5,0,2.697983059942339
6,6,0,0.8227138667666656
7,7,0,1.88296118151006
