,Input,Input,Input,Input,Input,Output
,Flue gas (kg/s),CO2 in flue gas (wt%),Solvent rate (kg/s),Solvent concentration (wt%),Lean loading (mol CO2/mol MEA),Reboiler duty (MWth)
0,400.0,6.93,885.2,30,0.28,191.012551
1,444.44444400000003,6.93,885.2,30,0.28,199.215589
2,488.88888899999995,6.93,885.2,30,0.28,207.580353
3,488.88888899999995,6.93,885.2,30,0.28,207.560648
4,533.333333,6.93,885.2,30,0.28,216.233719
5,577.777778,6.93,885.2,30,0.28,224.93627400000003
6,622.222222,6.93,885.2,30,0.28,231.65708500000002
7,666.666667,6.93,885.2,30,0.28,234.733938
8,711.111111,6.93,885.2,30,0.28,235.881958
9,755.5555559999999,6.93,885.2,30,0.28,236.22778799999998
10,800.0,6.93,885.2,30,0.28,236.14220600000002
11,660.54,3.7417800000000003,885.2,30,0.28,194.19814499999998
12,660.54,4.35553,885.2,30,0.28,201.703613
13,660.54,4.96652,885.2,30,0.28,209.634571
14,660.54,5.5747599999999995,885.2,30,0.28,218.279266
15,660.54,6.18026,885.2,30,0.28,227.369038
16,660.54,6.78305,885.2,30,0.28,233.57476699999998
17,660.54,7.383139999999999,885.2,30,0.28,236.34095200000002
18,660.54,7.9805600000000005,885.2,30,0.28,237.875563
19,660.54,8.57532,885.2,30,0.28,238.905322
20,660.54,9.16743,885.2,30,0.28,239.69839700000003
21,660.54,6.93,600.0,30,0.28,162.280148
22,660.54,6.93,644.4444440000001,30,0.28,174.080618
23,660.54,6.93,688.888889,30,0.28,185.822576
24,660.54,6.93,733.333333,30,0.28,197.447909
25,660.54,6.93,777.777778,30,0.28,208.85619499999999
26,660.54,6.93,822.222222,30,0.28,219.91407400000003
27,660.54,6.93,866.666667,30,0.28,230.36445899999998
28,660.54,6.93,885.200157,30,0.28,234.461981
29,660.54,6.93,911.1111109999999,30,0.28,239.74989700000003
30,660.54,6.93,955.555556,30,0.28,247.505371
31,660.54,6.93,1000.0,30,0.28,253.72055099999997
32,660.54,6.93,885.2,12,0.28,211.662984
33,660.54,6.93,885.2,15,0.28,215.566209
34,660.54,6.93,885.2,18,0.28,219.43527999999998
35,660.54,6.93,885.2,21,0.28,223.336278
36,660.54,6.93,885.2,24,0.28,227.47179100000002
37,660.54,6.93,885.2,27,0.28,231.406879
38,660.54,6.93,885.2,30,0.28,234.461967
39,660.54,6.93,885.2,33,0.28,234.289254
40,660.54,6.93,885.2,36,0.28,230.644917
41,660.54,6.93,885.2,39,0.28,227.87357200000002
42,660.54,6.93,885.2,30,0.23,241.270733
43,660.54,6.93,885.2,30,0.24,240.828933
44,660.54,6.93,885.2,30,0.25,240.536604
45,660.54,6.93,885.2,30,0.26,239.728323
46,660.54,6.93,885.2,30,0.27,237.670063
47,660.54,6.93,885.2,30,0.28,234.461967
48,660.54,6.93,885.2,30,0.29,230.57938900000002
49,660.54,6.93,885.2,30,0.3,226.33729
50,660.54,6.93,885.2,30,0.31,221.89524
51,660.54,6.93,885.2,30,0.32,217.32502799999997
