l.0,l.1,0,1,2,3,4,5,6,7
0,0,0.006031,0.005073,0.005292,0.004766,0.004728,0.004135,0.003399,0.000000
0,1,0.006220,0.005339,0.005380,0.004669,0.004390,0.003707,0.003037,0.012961
0,2,0.006412,0.005539,0.005504,0.004962,0.004878,0.004635,0.003904,0.013349
1,0,0.006149,0.005282,0.005343,0.004656,0.004390,0.003691,0.003026,0.012485
1,1,0.006725,0.005940,0.006098,0.004301,0.004710,0.004264,0.003260,0.000000
1,2,0.004363,0.004038,0.004116,0.003342,0.003682,0.003467,0.002895,0.017731
2,0,0.006451,0.005598,0.005554,0.004988,0.004917,0.004643,0.003919,0.013977
2,1,0.004426,0.004101,0.004154,0.003354,0.003698,0.003473,0.002909,0.018060
2,2,0.006118,0.005604,0.005641,0.005302,0.005590,0.005316,0.005334,0.000000
