l.0,l.1,0,1,2,3,4,5,6,7
0,0,0.265925,0.213717,0.177096,0.144807,0.113636,0.088773,0.063584,1.072891
0,1,0.141055,0.115137,0.095372,0.065471,0.064806,0.048718,0.037083,0.568463
0,2,-0.121286,-0.104345,-0.087163,-0.075218,-0.059500,-0.042139,-0.033832,-0.528434
1,0,0.141055,0.115137,0.095372,0.065471,0.064806,0.048718,0.037083,0.568463
1,1,0.094797,0.075278,0.064416,0.034674,0.040198,0.030543,0.022185,1.172491
1,2,-0.060877,-0.054139,-0.040820,-0.029714,-0.029176,-0.015880,-0.016985,0.324151
2,0,-0.121286,-0.104345,-0.087163,-0.075218,-0.059500,-0.042139,-0.033832,-0.528434
2,1,-0.060877,-0.054139,-0.040820,-0.029714,-0.029176,-0.015880,-0.016985,0.324151
2,2,0.056024,0.051291,0.045895,0.043326,0.038394,0.035460,0.032315,0.940939
