l.0,l.1,0,1,2,3,4,5,6
0,0,0.000054,0.000042,0.000043,0.000029,0.000028,0.000022,0.000015
0,1,0.000056,0.000041,0.000040,0.000028,0.000023,0.000018,0.000012
0,2,0.000042,0.000034,0.000033,0.000026,0.000026,0.000022,0.000016
1,0,0.000056,0.000041,0.000040,0.000028,0.000023,0.000018,0.000012
1,1,0.000072,0.000055,0.000056,0.000026,0.000029,0.000026,0.000015
1,2,0.000023,0.000020,0.000020,0.000012,0.000015,0.000013,0.000010
2,0,0.000042,0.000034,0.000033,0.000026,0.000026,0.000022,0.000016
2,1,0.000023,0.000020,0.000020,0.000012,0.000015,0.000013,0.000010
2,2,0.000033,0.000030,0.000030,0.000026,0.000031,0.000025,0.000026
