,Split,Fold,0
0,0,0,0.00124487228820766
1,1,0,0.0001
2,2,0,0.05361061758510318
3,3,0,0.0005311386347121691
4,4,0,0.036691625533325764
5,5,0,0.00031547184389371674
6,6,0,0.014256943032910013
7,7,0,0.11675840780830238
