,0
0,-58.82932120802606
1,-70.85295460641154
2,-80.07790033979065
3,-84.1867713589872
4,-84.54878439690356
5,-84.55583324729386
6,-84.48760452473753
7,-84.46068543305697
8,-84.44912434002853
