,Input,Input,Input,Input,Input,Output
,Flue gas (kg/s),CO2 in flue gas (wt%),Solvent rate (kg/s),Solvent concentration (wt%),Lean loading (mol CO2/mol MEA),CO2 from absorber (kg/s)
32,0.22884180509494734,0.11202722607382176,0.2485664890533867,-4.065196308557609,0.07469198148172243,3.2037474994998814
23,0.22884180509494734,0.11202722607382176,-2.7296158771360908,0.20531294487664725,0.07469198148172243,0.9240920406380024
44,0.22884180509494734,0.11202722607382176,0.2485664890533867,0.20531294487664725,-2.255697840747489,-0.8292614717711353
26,0.22884180509494734,0.11202722607382176,-0.7068522182524657,0.20531294487664725,0.07469198148172243,0.036345574905878864
9,1.6839116377553105,0.11202722607382176,0.2485664890533867,0.20531294487664725,0.07469198148172243,0.5603863522088192
0,-3.761072164374758,0.11202722607382176,0.2485664890533867,0.20531294487664725,0.07469198148172243,-0.9887829175831964
7,0.32266568722279354,0.11202722607382176,0.2485664890533867,0.20531294487664725,0.07469198148172243,-0.2828749445684875
11,0.22884180509494734,-3.932860128380696,0.2485664890533867,0.20531294487664725,0.07469198148172243,-0.951445416506432
17,0.22884180509494734,0.6869248980655658,0.2485664890533867,0.20531294487664725,0.07469198148172243,0.013022712838072768
37,0.22884180509494734,0.11202722607382176,0.2485664890533867,-0.5064385973623955,0.07469198148172243,0.196999078606529
2,-2.3998262138422417,0.11202722607382176,0.2485664890533867,0.20531294487664725,0.07469198148172243,-0.9450250309080968
51,0.22884180509494734,0.11202722607382176,0.2485664890533867,0.20531294487664725,3.1818784111206675,0.7141641600130093
27,0.22884180509494734,0.11202722607382176,-0.03259765517743962,0.20531294487664725,0.07469198148172243,-0.2329090010999195
34,0.22884180509494734,0.11202722607382176,0.2485664890533867,-2.6416932240795234,0.07469198148172243,1.9784103822491903
8,1.0032886548320452,0.11202722607382176,0.2485664890533867,0.20531294487664725,0.07469198148172243,0.12795198125339455
50,0.22884180509494734,0.11202722607382176,0.2485664890533867,0.20531294487664725,2.4050818037109303,0.4396039889599021
4,-1.7192032462329898,0.11202722607382176,0.2485664890533867,0.20531294487664725,0.07469198148172243,-0.90697612947458
24,0.22884180509494734,0.11202722607382176,-2.0553613292317903,0.20531294487664725,0.07469198148172243,0.621667114272631
42,0.22884180509494734,0.11202722607382176,0.2485664890533867,0.20531294487664725,-3.8092910555669617,-0.9199725745710072
40,0.22884180509494734,0.11202722607382176,0.2485664890533867,1.628816029354733,0.07469198148172243,-0.8550843208017368
16,0.22884180509494734,-0.07440789971332258,0.2485664890533867,0.20531294487664725,0.07469198148172243,-0.4393870640325244
19,0.22884180509494734,2.199440912090191,0.2485664890533867,0.20531294487664725,0.07469198148172243,1.029411050144288
38,0.22884180509494734,0.11202722607382176,0.2485664890533867,0.20531294487664725,0.07469198148172243,-0.3360085124668191
22,0.22884180509494734,0.11202722607382176,-3.4038704402111155,0.20531294487664725,0.07469198148172243,1.2289968665699709
46,0.22884180509494734,0.11202722607382176,0.2485664890533867,0.20531294487664725,-0.7021046259280149,-0.554317132612155
25,0.22884180509494734,0.11202722607382176,-1.3811067661567644,0.20531294487664725,0.07469198148172243,0.32420481289953784
39,0.22884180509494734,0.11202722607382176,0.2485664890533867,0.91706448711569,0.07469198148172243,-0.7178176209234717
43,0.22884180509494734,0.11202722607382176,0.2485664890533867,0.20531294487664725,-3.032494448157227,-0.886934980096569
20,0.22884180509494734,2.9506495022897585,0.2485664890533867,0.20531294487664725,0.07469198148172243,1.5539871700902808
48,0.22884180509494734,0.11202722607382176,0.2485664890533867,0.20531294487664725,0.8514885888914555,-0.09020978643186496
1,-3.0804491967655068,0.11202722607382176,0.2485664890533867,0.20531294487664725,0.07469198148172243,-0.9697604527760908
49,0.22884180509494734,0.11202722607382176,0.2485664890533867,0.20531294487664725,1.6282851963011928,0.1704162222120047
3,-2.3998262138422417,0.11202722607382176,0.2485664890533867,0.20531294487664725,0.07469198148172243,-0.945027509335242
14,0.22884180509494734,-1.6073626335503393,0.2485664890533867,0.20531294487664725,0.07469198148172243,-0.8637252029600907
12,0.22884180509494734,-3.1541969201339444,0.2485664890533867,0.20531294487664725,0.07469198148172243,-0.9339131323455376
30,0.22884180509494734,0.11202722607382176,1.315911455801887,0.20531294487664725,0.07469198148172243,-0.6395330103473014
