l.0,l.1,0,1,2,3,4,5,6
0,0,0.000027,0.000026,0.000026,0.000018,0.000016,0.000011,0.000007
0,1,0.000027,0.000026,0.000025,0.000019,0.000014,0.000010,0.000006
0,2,0.000023,0.000023,0.000022,0.000017,0.000015,0.000012,0.000009
1,0,0.000027,0.000026,0.000025,0.000019,0.000014,0.000010,0.000006
1,1,0.000037,0.000034,0.000032,0.000023,0.000017,0.000016,0.000008
1,2,0.000013,0.000013,0.000012,0.000010,0.000009,0.000007,0.000005
2,0,0.000023,0.000023,0.000022,0.000017,0.000015,0.000012,0.000009
2,1,0.000013,0.000013,0.000012,0.000010,0.000009,0.000007,0.000005
2,2,0.000018,0.000018,0.000019,0.000016,0.000018,0.000013,0.000015
