l.0,l.1,0,1,2,3,4,5,6,7
0,0,0.250005,0.454355,0.610233,0.747919,0.856620,0.940184,1.000000,1.000000
0,1,0.133926,0.237751,0.316643,0.383459,0.435905,0.480703,0.507433,0.507433
0,2,-0.118853,-0.227703,-0.308341,-0.375938,-0.440190,-0.483187,-0.518600,-0.518600
1,0,0.133926,0.237751,0.316643,0.383459,0.435905,0.480703,0.507433,0.507433
1,1,0.413216,0.671982,0.817487,0.902308,0.953569,0.987368,1.000000,1.000000
1,2,0.090235,0.181593,0.242437,0.291513,0.318807,0.325498,0.312258,0.312258
2,0,-0.118853,-0.227703,-0.308341,-0.375938,-0.440190,-0.483187,-0.518600,-0.518600
2,1,0.090235,0.181593,0.242437,0.291513,0.318807,0.325498,0.312258,0.312258
2,2,0.148464,0.333660,0.490201,0.661555,0.837751,0.965536,1.000000,1.000000
