l.0,l.1,0,1,2,3,4,5,6,7
0,0,0.789121,0.574111,0.410101,0.265232,0.150860,0.062936,0.000000,1.052169
0,1,0.402973,0.290957,0.205842,0.133755,0.077171,0.028839,0.000000,0.547465
0,2,-0.396035,-0.288195,-0.208306,-0.141338,-0.077682,-0.035084,0.000000,-0.513784
1,0,0.402973,0.290957,0.205842,0.133755,0.077171,0.028839,-0.000000,0.547465
1,1,0.649153,0.362883,0.201912,0.108076,0.051366,0.013974,0.000000,1.106291
1,2,0.225547,0.132739,0.070929,0.021074,-0.006654,-0.013451,-0.000000,0.317214
2,0,-0.396035,-0.288195,-0.208306,-0.141338,-0.077682,-0.035084,0.000000,-0.513784
2,1,0.225547,0.132739,0.070929,0.021074,-0.006654,-0.013451,-0.000000,0.317214
2,2,0.794352,0.621592,0.475564,0.315717,0.151353,0.032149,0.000000,0.932846
