,Split,Fold,0
0,0,0,0.8598850042455268
1,1,0,0.9998134938557096
2,2,0,0.9245658341880924
3,3,0,1.004624530100158
4,4,0,0.8572307568516826
5,5,0,0.9297564016572754
6,6,0,0.7878400515761518
7,7,0,1.4659747504778724
