N,fold,l.0,l.1,0,1,2,3,4,5,6,7
240,0,0,0,0.005783,0.006671,0.006724,0.006135,0.004952,0.003233,0.000000,0.000000
240,0,0,1,0.024001,0.022083,0.020383,0.018723,0.017084,0.015495,0.012525,0.012525
240,0,0,2,0.025808,0.023845,0.022623,0.021103,0.019179,0.017036,0.013277,0.013277
240,0,1,0,0.022642,0.020926,0.019356,0.017776,0.016184,0.014628,0.011670,0.011670
240,0,1,1,0.012233,0.011106,0.009994,0.007262,0.005217,0.003128,0.000000,0.000000
240,0,1,2,0.032139,0.029232,0.027137,0.024972,0.022330,0.020229,0.017227,0.017227
240,0,2,0,0.027023,0.024910,0.023514,0.021938,0.019945,0.017794,0.014025,0.014025
240,0,2,1,0.033047,0.029914,0.027712,0.025518,0.022881,0.020786,0.017773,0.017773
240,0,2,2,0.008623,0.011072,0.013480,0.012968,0.010291,0.006212,0.000000,0.000000
240,1,0,0,0.005804,0.006136,0.006167,0.005303,0.004020,0.002853,0.000000,0.000000
240,1,0,1,0.023390,0.021262,0.019638,0.017941,0.016197,0.014697,0.012163,0.012163
240,1,0,2,0.025623,0.023829,0.022509,0.020835,0.019048,0.016632,0.013192,0.013192
240,1,1,0,0.022133,0.020217,0.018697,0.017080,0.015363,0.013891,0.011370,0.011370
240,1,1,1,0.013271,0.010306,0.009224,0.006278,0.004666,0.002990,0.000000,0.000000
240,1,1,2,0.031345,0.028155,0.025970,0.023779,0.021552,0.019412,0.016644,0.016644
240,1,2,0,0.027657,0.025601,0.023984,0.022185,0.020262,0.017830,0.014369,0.014369
240,1,2,1,0.032425,0.029005,0.026723,0.024503,0.022286,0.020157,0.017369,0.017369
240,1,2,2,0.009421,0.012187,0.013139,0.013032,0.010197,0.005283,0.000000,0.000000
240,2,0,0,0.006600,0.006705,0.006961,0.006623,0.004723,0.003293,0.000000,0.000000
240,2,0,1,0.026320,0.024406,0.022443,0.020726,0.018285,0.016934,0.014045,0.014045
240,2,0,2,0.028329,0.026922,0.025344,0.023798,0.021087,0.019140,0.014782,0.014782
240,2,1,0,0.024417,0.022668,0.020921,0.019353,0.016952,0.015662,0.012795,0.012795
240,2,1,1,0.014455,0.011610,0.010604,0.007078,0.004622,0.002993,0.000000,0.000000
240,2,1,2,0.035021,0.032512,0.030006,0.027440,0.024133,0.022056,0.019221,0.019221
240,2,2,0,0.028697,0.027232,0.025610,0.024049,0.021314,0.019363,0.015001,0.015001
240,2,2,1,0.035562,0.032905,0.030337,0.027755,0.024455,0.022383,0.019537,0.019537
240,2,2,2,0.009736,0.012578,0.013354,0.014512,0.009307,0.005322,0.000000,0.000000
240,3,0,0,0.006661,0.006946,0.006568,0.006012,0.004608,0.003149,0.000000,0.000000
240,3,0,1,0.026198,0.023992,0.022086,0.020293,0.018016,0.016452,0.013565,0.013565
240,3,0,2,0.026497,0.024512,0.023229,0.021729,0.019453,0.017182,0.013459,0.013459
240,3,1,0,0.025751,0.023605,0.021740,0.019976,0.017706,0.016154,0.013270,0.013270
240,3,1,1,0.013960,0.011569,0.009960,0.007128,0.004960,0.002476,0.000000,0.000000
240,3,1,2,0.034462,0.031004,0.029290,0.027554,0.023893,0.020803,0.018144,0.018144
240,3,2,0,0.027501,0.025352,0.023981,0.022422,0.020062,0.017770,0.014033,0.014033
240,3,2,1,0.035000,0.031425,0.029636,0.027870,0.024210,0.021124,0.018458,0.018458
240,3,2,2,0.010401,0.012237,0.013960,0.015206,0.011086,0.005627,0.000000,0.000000
240,4,0,0,0.006020,0.006567,0.007154,0.006006,0.005076,0.003399,0.000000,0.000000
240,4,0,1,0.024484,0.022646,0.021170,0.019144,0.017621,0.015997,0.012961,0.012961
240,4,0,2,0.025325,0.023674,0.022604,0.020752,0.019376,0.017253,0.013349,0.013349
240,4,1,0,0.023728,0.022018,0.020618,0.018618,0.017108,0.015511,0.012485,0.012485
240,4,1,1,0.013065,0.011080,0.010427,0.007325,0.005429,0.003260,0.000000,0.000000
240,4,1,2,0.032778,0.029874,0.027530,0.025095,0.022951,0.020626,0.017731,0.017731
240,4,2,0,0.026428,0.024633,0.023414,0.021493,0.020037,0.017897,0.013977,0.013977
240,4,2,1,0.033297,0.030261,0.027859,0.025423,0.023287,0.020969,0.018060,0.018060
240,4,2,2,0.009078,0.012283,0.013641,0.012042,0.009410,0.005334,0.000000,0.000000
300,5,0,0,0.004374,0.005000,0.005113,0.004350,0.003507,0.002454,0.000000,0.000000
300,5,0,1,0.020291,0.018634,0.017105,0.015335,0.013914,0.012859,0.010679,0.010679
300,5,0,2,0.021572,0.019997,0.018829,0.017164,0.015689,0.014118,0.011158,0.011158
300,5,1,0,0.019621,0.018072,0.016603,0.014871,0.013462,0.012430,0.010259,0.010259
300,5,1,1,0.010028,0.008644,0.007992,0.005532,0.003839,0.002344,0.000000,0.000000
300,5,1,2,0.026593,0.024162,0.022340,0.020233,0.018123,0.016412,0.014234,0.014234
300,5,2,0,0.022790,0.021048,0.019709,0.017975,0.016413,0.014829,0.011861,0.011861
300,5,2,1,0.027328,0.024735,0.022817,0.020686,0.018583,0.016873,0.014688,0.014688
300,5,2,2,0.007207,0.009566,0.010945,0.010188,0.007905,0.004341,0.000000,0.000000
