N,fold,l.0,l.1,0,1,2,3,4,5,6,7
240,0,0,0,0.249598,0.446535,0.615650,0.749442,0.854418,0.941596,1.000000,1.000000
240,0,0,1,0.135998,0.242999,0.336757,0.408990,0.471878,0.518695,0.552736,0.552736
240,0,0,2,-0.125701,-0.223592,-0.309444,-0.366956,-0.418393,-0.460259,-0.490426,-0.490426
240,0,1,0,0.135998,0.242999,0.336757,0.408990,0.471878,0.518695,0.552736,0.552736
240,0,1,1,0.091538,0.232306,0.412728,0.570235,0.735301,0.878803,1.000000,1.000000
240,0,1,2,-0.065960,-0.101550,-0.095329,-0.046789,0.033296,0.157899,0.298833,0.298833
240,0,2,0,-0.125701,-0.223592,-0.309444,-0.366956,-0.418393,-0.460259,-0.490426,-0.490426
240,0,2,1,-0.065960,-0.101550,-0.095329,-0.046789,0.033296,0.157899,0.298833,0.298833
240,0,2,2,0.063760,0.116866,0.184948,0.268153,0.402801,0.634855,1.000000,1.000000
240,1,0,0,0.255562,0.455110,0.614563,0.745701,0.851727,0.941832,1.000000,1.000000
240,1,0,1,0.138813,0.247624,0.337714,0.401051,0.459653,0.510511,0.546363,0.546363
240,1,0,2,-0.122665,-0.227752,-0.314797,-0.388997,-0.444459,-0.473664,-0.503714,-0.503714
240,1,1,0,0.138813,0.247624,0.337714,0.401051,0.459653,0.510511,0.546363,0.546363
240,1,1,1,0.092906,0.238593,0.419371,0.571238,0.741462,0.883554,1.000000,1.000000
240,1,1,2,-0.063742,-0.097563,-0.094178,-0.053284,0.031525,0.155065,0.285507,0.285507
240,1,2,0,-0.122665,-0.227752,-0.314797,-0.388997,-0.444459,-0.473664,-0.503714,-0.503714
240,1,2,1,-0.063742,-0.097563,-0.094178,-0.053284,0.031525,0.155065,0.285507,0.285507
240,1,2,2,0.059668,0.121984,0.192175,0.287542,0.429779,0.651222,1.000000,1.000000
240,2,0,0,0.241595,0.444238,0.615367,0.742816,0.855291,0.936916,1.000000,1.000000
240,2,0,1,0.133607,0.239476,0.337351,0.399680,0.462816,0.507178,0.541587,0.541587
240,2,0,2,-0.127355,-0.231770,-0.313458,-0.388462,-0.446692,-0.484172,-0.514687,-0.514687
240,2,1,0,0.133607,0.239476,0.337351,0.399680,0.462816,0.507178,0.541587,0.541587
240,2,1,1,0.095569,0.241165,0.430604,0.594906,0.763741,0.894151,1.000000,1.000000
240,2,1,2,-0.068277,-0.100794,-0.094699,-0.054005,0.028986,0.144669,0.269347,0.269347
240,2,2,0,-0.127355,-0.231770,-0.313458,-0.388462,-0.446692,-0.484172,-0.514687,-0.514687
240,2,2,1,-0.068277,-0.100794,-0.094699,-0.054005,0.028986,0.144669,0.269347,0.269347
240,2,2,2,0.068426,0.128050,0.190375,0.286736,0.429709,0.657851,1.000000,1.000000
240,3,0,0,0.248275,0.451871,0.607576,0.745449,0.854953,0.939159,1.000000,1.000000
240,3,0,1,0.129155,0.232969,0.311755,0.380798,0.431920,0.479572,0.507433,0.507433
240,3,0,2,-0.121153,-0.229938,-0.311082,-0.375710,-0.440251,-0.480593,-0.518600,-0.518600
240,3,1,0,0.129155,0.232969,0.311755,0.380798,0.431920,0.479572,0.507433,0.507433
240,3,1,1,0.082123,0.222257,0.388173,0.559888,0.715958,0.877559,1.000000,1.000000
240,3,1,2,-0.061072,-0.096787,-0.091601,-0.037745,0.037697,0.168852,0.312258,0.312258
240,3,2,0,-0.121153,-0.229938,-0.311082,-0.375710,-0.440251,-0.480593,-0.518600,-0.518600
240,3,2,1,-0.061072,-0.096787,-0.091601,-0.037745,0.037697,0.168852,0.312258,0.312258
240,3,2,2,0.059499,0.123026,0.184899,0.274599,0.411361,0.640856,1.000000,1.000000
240,4,0,0,0.247858,0.447304,0.612937,0.748622,0.855491,0.939298,1.000000,1.000000
240,4,0,1,0.125764,0.228832,0.312842,0.371299,0.429209,0.473006,0.506838,0.506838
240,4,0,2,-0.120713,-0.224567,-0.312118,-0.387232,-0.447226,-0.489683,-0.525935,-0.525935
240,4,1,0,0.125764,0.228832,0.312842,0.371299,0.429209,0.473006,0.506838,0.506838
240,4,1,1,0.080851,0.211987,0.391158,0.550448,0.733938,0.877383,1.000000,1.000000
240,4,1,2,-0.057958,-0.095742,-0.089664,-0.036247,0.049094,0.172269,0.308611,0.308611
240,4,2,0,-0.120713,-0.224567,-0.312118,-0.387232,-0.447226,-0.489683,-0.525935,-0.525935
240,4,2,1,-0.057958,-0.095742,-0.089664,-0.036247,0.049094,0.172269,0.308611,0.308611
240,4,2,2,0.059541,0.117252,0.184259,0.285098,0.423804,0.654176,1.000000,1.000000
300,5,0,0,0.247031,0.448641,0.616496,0.749965,0.857893,0.942112,1.000000,1.000000
300,5,0,1,0.134066,0.240341,0.328760,0.396227,0.454947,0.501205,0.534261,0.534261
300,5,0,2,-0.122983,-0.226372,-0.315377,-0.386311,-0.444673,-0.485605,-0.514470,-0.514470
300,5,1,0,0.134066,0.240341,0.328760,0.396227,0.454947,0.501205,0.534261,0.534261
300,5,1,1,0.090821,0.234644,0.410563,0.573766,0.740639,0.881723,1.000000,1.000000
300,5,1,2,-0.064719,-0.099176,-0.095082,-0.053643,0.027974,0.146740,0.287114,0.287114
300,5,2,0,-0.122983,-0.226372,-0.315377,-0.386311,-0.444673,-0.485605,-0.514470,-0.514470
300,5,2,1,-0.064719,-0.099176,-0.095082,-0.053643,0.027974,0.146740,0.287114,0.287114
300,5,2,2,0.061496,0.119802,0.189017,0.278302,0.418029,0.640963,1.000000,1.000000
