,Split,Fold,0,1,2
0,0,0,0.9976372270246292,0.9998778554599024,1.0
1,1,0,0.9999999999999998,0.9999999999999998,1.0
2,2,0,0.018155711996659992,0.21833790185575447,1.0
3,3,0,0.9976025585981088,0.9983006960349268,1.0
4,4,0,0.9805827274133818,0.99890277412205,1.0
5,5,0,0.999684856462472,1.0,1.0
6,6,0,0.9816428010715188,0.9951527164501623,1.0
7,7,0,0.912124736220082,0.9665500069921666,1.0
