,Split,Fold,0,1,2
0,0,0,0.9976372270246292,0.00012067313581945879,2.3159625714740603e-05
1,1,0,0.9999999999999998,1.7720738068663821e-15,1.7720738068663821e-15
2,2,0,0.018155711996659992,0.00924236903087952,0.04923307613564519
3,3,0,0.9976025585981088,0.0002545661689934686,0.0002496532461274631
4,4,0,0.9805827274133818,0.006564420636377469,0.00013139841697055668
5,5,0,0.999684856462472,6.487237755460281e-05,-1.2041010772590188e-15
6,6,0,0.9816428010715188,0.000291298176651175,0.0016547993632609328
7,7,0,0.912124736220082,0.03151438809434288,0.01351159345111562
