,Split,Fold,0,1,2
0,0,0,0.8200396467792236,0.8218814025806833,0.8219818031700001
1,1,0,1.0024169605787707,1.0024169605787707,1.002416960578771
2,2,0,0.03673262501662894,0.4417411047972329,2.0231993668651738
3,3,0,1.0249194052099524,1.0256366593913209,1.027382494537936
4,4,0,0.7939652710225907,0.8087987781235804,0.8096871878591441
5,5,0,0.9217441674748892,0.9220347407648176,0.9220347407648176
6,6,0,0.8970411993353196,0.9093867803154362,0.9138163070682616
7,7,0,0.9583945593775044,1.0155806890035601,1.0507275171038208
