,0
0,-70.03245740380393
1,-69.0535404514549
2,-69.37730843315518
3,-70.1241554048
4,-73.98823389885615
5,-74.22928628391257
6,-74.33718460859721
7,-74.43362630440396
8,-74.49479095547217
