l.0,l.1,0,1,2,3,4,5,6
0,0,0.000027,0.000056,0.000091,0.000113,0.000146,0.000160,0.000169
0,1,0.000027,0.000060,0.000102,0.000132,0.000158,0.000181,0.000194
0,2,0.000023,0.000047,0.000075,0.000094,0.000127,0.000151,0.000167
1,0,0.000027,0.000060,0.000102,0.000132,0.000158,0.000181,0.000194
1,1,0.000037,0.000132,0.000286,0.000411,0.000498,0.000601,0.000685
1,2,0.000013,0.000036,0.000073,0.000104,0.000158,0.000207,0.000248
2,0,0.000023,0.000047,0.000075,0.000094,0.000127,0.000151,0.000167
2,1,0.000013,0.000036,0.000073,0.000104,0.000158,0.000207,0.000248
2,2,0.000018,0.000038,0.000061,0.000108,0.000218,0.000290,0.000399
