l.0,l.1,0,1,2,3,4,5,6,7
0,0,0.247031,0.448641,0.616496,0.749965,0.857893,0.942112,1.000000,1.000000
0,1,0.134066,0.240341,0.328760,0.396227,0.454947,0.501205,0.534261,0.534261
0,2,-0.122983,-0.226372,-0.315377,-0.386311,-0.444673,-0.485605,-0.514470,-0.514470
1,0,0.134066,0.240341,0.328760,0.396227,0.454947,0.501205,0.534261,0.534261
1,1,0.090821,0.234644,0.410563,0.573766,0.740639,0.881723,1.000000,1.000000
1,2,-0.064719,-0.099176,-0.095082,-0.053643,0.027974,0.146740,0.287114,0.287114
2,0,-0.122983,-0.226372,-0.315377,-0.386311,-0.444673,-0.485605,-0.514470,-0.514470
2,1,-0.064719,-0.099176,-0.095082,-0.053643,0.027974,0.146740,0.287114,0.287114
2,2,0.061496,0.119802,0.189017,0.278302,0.418029,0.640963,1.000000,1.000000
