l.0,l.1,0,1,2,3,4,5,6,7
0,0,0.266104,0.483280,0.664095,0.807869,0.924130,1.014852,1.077209,1.077209
0,1,0.151976,0.272449,0.372679,0.449160,0.515724,0.568162,0.605634,0.605634
0,2,-0.120351,-0.221528,-0.308628,-0.378044,-0.435157,-0.475213,-0.503460,-0.503460
1,0,0.151976,0.272449,0.372679,0.449160,0.515724,0.568162,0.605634,0.605634
1,1,0.108342,0.279912,0.489771,0.684459,0.883526,1.051828,1.192924,1.192924
1,2,-0.066649,-0.102133,-0.097917,-0.055242,0.028808,0.151115,0.295676,0.295676
2,0,-0.120351,-0.221528,-0.308628,-0.378044,-0.435157,-0.475213,-0.503460,-0.503460
2,1,-0.066649,-0.102133,-0.097917,-0.055242,0.028808,0.151115,0.295676,0.295676
2,2,0.054671,0.106506,0.168040,0.247415,0.371635,0.569828,0.889018,0.889018
