l.0,l.1,0,1,2,3,4,5,6,7
0,0,0.809973,0.592240,0.410973,0.267242,0.151683,0.061579,0.000000,1.077209
0,1,0.450218,0.328187,0.228447,0.153331,0.088264,0.036048,0.000000,0.605634
0,2,-0.384105,-0.283888,-0.196774,-0.125726,-0.067234,-0.028816,0.000000,-0.503460
1,0,0.450218,0.328187,0.228447,0.153331,0.088264,0.036048,-0.000000,0.605634
1,1,0.697461,0.409336,0.221730,0.122428,0.059454,0.021852,0.000000,1.192924
1,2,0.205190,0.122458,0.052849,0.008041,-0.012787,-0.013882,-0.000000,0.295676
2,0,-0.384105,-0.283888,-0.196774,-0.125726,-0.067234,-0.028816,0.000000,-0.503460
2,1,0.205190,0.122458,0.052849,0.008041,-0.012787,-0.013882,0.000000,0.295676
2,2,0.749698,0.596342,0.435337,0.277128,0.130945,0.027841,0.000000,0.889018
