l.0,l.1,0,1,2,3,4,5,6,7
0,0,0.248082,0.450209,0.618484,0.751913,0.859189,0.942834,1.000000,1.000000
0,1,0.137101,0.244750,0.332736,0.399000,0.456399,0.502461,0.534261,0.534261
0,2,-0.121965,-0.224374,-0.313392,-0.385995,-0.445766,-0.485024,-0.514470,-0.514470
1,0,0.137101,0.244750,0.332736,0.399000,0.456399,0.502461,0.534261,0.534261
1,1,0.415335,0.656863,0.814129,0.897372,0.950161,0.981682,1.000000,1.000000
1,2,0.087866,0.168202,0.235795,0.279306,0.299531,0.300594,0.287114,0.287114
2,0,-0.121965,-0.224374,-0.313392,-0.385995,-0.445766,-0.485024,-0.514470,-0.514470
2,1,0.087866,0.168202,0.235795,0.279306,0.299531,0.300594,0.287114,0.287114
2,2,0.156713,0.329213,0.510317,0.688276,0.852708,0.968684,1.000000,1.000000
