l.0,l.1,0,1,2,3,4,5,6,7
0,0,0.004374,0.005000,0.005113,0.004350,0.003507,0.002454,0.000000,0.000000
0,1,0.020291,0.018634,0.017105,0.015335,0.013914,0.012859,0.010679,0.010679
0,2,0.021572,0.019997,0.018829,0.017164,0.015689,0.014118,0.011158,0.011158
1,0,0.019621,0.018072,0.016603,0.014871,0.013462,0.012430,0.010259,0.010259
1,1,0.010028,0.008644,0.007992,0.005532,0.003839,0.002344,0.000000,0.000000
1,2,0.026593,0.024162,0.022340,0.020233,0.018123,0.016412,0.014234,0.014234
2,0,0.022790,0.021048,0.019709,0.017975,0.016413,0.014829,0.011861,0.011861
2,1,0.027328,0.024735,0.022817,0.020686,0.018583,0.016873,0.014688,0.014688
2,2,0.007207,0.009566,0.010945,0.010188,0.007905,0.004341,0.000000,0.000000
