,Input,Input,Input,Input,Input,Output
,Flue gas (kg/s),CO2 in flue gas (wt%),Solvent rate (kg/s),Solvent concentration (wt%),Lean loading (mol CO2/mol MEA),Reboiler temperature (K)
0,400.0,6.93,885.2,30,0.28,395.097206
1,444.44444400000003,6.93,885.2,30,0.28,395.119325
2,488.88888899999995,6.93,885.2,30,0.28,395.14252
3,488.88888899999995,6.93,885.2,30,0.28,395.142537
4,533.333333,6.93,885.2,30,0.28,395.167016
5,577.777778,6.93,885.2,30,0.28,395.192273
6,622.222222,6.93,885.2,30,0.28,395.21243799999996
7,666.666667,6.93,885.2,30,0.28,395.222419
8,711.111111,6.93,885.2,30,0.28,395.226907
9,755.5555559999999,6.93,885.2,30,0.28,395.22907200000003
10,800.0,6.93,885.2,30,0.28,395.230029
11,660.54,3.7417800000000003,885.2,30,0.28,395.1152
12,660.54,4.35553,885.2,30,0.28,395.1339
13,660.54,4.96652,885.2,30,0.28,395.1541
14,660.54,5.5747599999999995,885.2,30,0.28,395.1767
15,660.54,6.18026,885.2,30,0.28,395.2015
16,660.54,6.78305,885.2,30,0.28,395.219
17,660.54,7.383139999999999,885.2,30,0.28,395.2269
18,660.54,7.9805600000000005,885.2,30,0.28,395.2312
19,660.54,8.57532,885.2,30,0.28,395.2342
20,660.54,9.16743,885.2,30,0.28,395.2365
21,660.54,6.93,600.0,30,0.28,395.24523500000004
22,660.54,6.93,644.4444440000001,30,0.28,395.242402
23,660.54,6.93,688.888889,30,0.28,395.239644
24,660.54,6.93,733.333333,30,0.28,395.236783
25,660.54,6.93,777.777778,30,0.28,395.23357999999996
26,660.54,6.93,822.222222,30,0.28,395.229648
27,660.54,6.93,866.666667,30,0.28,395.224347
28,660.54,6.93,885.200157,30,0.28,395.22149
29,660.54,6.93,911.1111109999999,30,0.28,395.21662599999996
30,660.54,6.93,955.555556,30,0.28,395.20538
31,660.54,6.93,1000.0,30,0.28,395.191311
32,660.54,6.93,885.2,12,0.28,391.2667
33,660.54,6.93,885.2,15,0.28,391.9083
34,660.54,6.93,885.2,18,0.28,392.5617
35,660.54,6.93,885.2,21,0.28,393.2198
36,660.54,6.93,885.2,24,0.28,393.8812
37,660.54,6.93,885.2,27,0.28,394.5476
38,660.54,6.93,885.2,30,0.28,395.2215
39,660.54,6.93,885.2,33,0.28,395.9014
40,660.54,6.93,885.2,36,0.28,396.5917
41,660.54,6.93,885.2,39,0.28,397.3171
42,660.54,6.93,885.2,30,0.23,396.04699999999997
43,660.54,6.93,885.2,30,0.24,395.9108
44,660.54,6.93,885.2,30,0.25,395.7636
45,660.54,6.93,885.2,30,0.26,395.6019
46,660.54,6.93,885.2,30,0.27,395.4218
47,660.54,6.93,885.2,30,0.28,395.2215
48,660.54,6.93,885.2,30,0.29,394.9996
49,660.54,6.93,885.2,30,0.3,394.754
50,660.54,6.93,885.2,30,0.31,394.4819
51,660.54,6.93,885.2,30,0.32,394.1796
