l.0,l.1,0,1,2,3,4,5,6,7
0,0,0.288230,0.241540,0.203514,0.151261,0.132996,0.096228,0.073664,1.193031
0,1,0.174439,0.139887,0.123318,0.082260,0.080685,0.056874,0.044010,0.707105
0,2,-0.149142,-0.121805,-0.096236,-0.086725,-0.067453,-0.042135,-0.032612,-0.602734
1,0,0.174439,0.139887,0.123318,0.082260,0.080685,0.056874,0.044010,0.707105
1,1,0.136552,0.105779,0.088593,0.054489,0.051120,0.036464,0.026410,1.428827
1,2,-0.087502,-0.063832,-0.051357,-0.039006,-0.036911,-0.018156,-0.018320,0.345191
2,0,-0.149142,-0.121805,-0.096236,-0.086725,-0.067453,-0.042135,-0.032612,-0.602734
2,1,-0.087502,-0.063832,-0.051357,-0.039006,-0.036911,-0.018156,-0.018320,0.345191
2,2,0.078656,0.063375,0.049175,0.056554,0.041950,0.035929,0.028491,1.149514
