l.0,l.1,0,1,2,3,4,5,6,7
0,0,0.006592,0.006053,0.005382,0.005120,0.004900,0.003885,0.003293,0.000000
0,1,0.007150,0.006172,0.005848,0.004956,0.004672,0.003299,0.002889,0.014045
0,2,0.006725,0.005854,0.005667,0.005578,0.005279,0.004338,0.004358,0.014782
1,0,0.006942,0.006122,0.005754,0.004888,0.004651,0.003265,0.002867,0.012795
1,1,0.009491,0.007016,0.006792,0.005177,0.004957,0.003506,0.002993,0.000000
1,2,0.005479,0.004564,0.004259,0.004143,0.003808,0.002986,0.002835,0.019221
2,0,0.006746,0.005878,0.005688,0.005582,0.005294,0.004340,0.004361,0.015001
2,1,0.005586,0.004606,0.004315,0.004163,0.003835,0.002993,0.002846,0.019537
2,2,0.006978,0.005773,0.005392,0.006422,0.005481,0.004755,0.005322,0.000000
