l.0,l.1,0,1,2,3,4,5,6,7
0,0,0.243369,0.447049,0.618367,0.745734,0.857558,0.938255,1.000000,1.000000
0,1,0.137135,0.245927,0.342078,0.403798,0.464150,0.507879,0.541587,0.541587
0,2,-0.127152,-0.231632,-0.312348,-0.389173,-0.451427,-0.486839,-0.514687,-0.514687
1,0,0.137135,0.245927,0.342078,0.403798,0.464150,0.507879,0.541587,0.541587
1,1,0.417605,0.662229,0.823141,0.900157,0.952877,0.981517,1.000000,1.000000
1,2,0.078499,0.160437,0.227584,0.266374,0.283276,0.283642,0.269347,0.269347
2,0,-0.127152,-0.231632,-0.312348,-0.389173,-0.451427,-0.486839,-0.514687,-0.514687
2,1,0.078499,0.160437,0.227584,0.266374,0.283276,0.283642,0.269347,0.269347
2,2,0.161845,0.339495,0.512372,0.699409,0.871021,0.975214,1.000000,1.000000
