l.0,l.1,0,1,2,3,4,5,6
0,0,0.000283,0.000196,0.000127,0.000088,0.000038,0.000016,-0.000000
0,1,0.000313,0.000227,0.000140,0.000081,0.000034,0.000015,-0.000000
0,2,0.000337,0.000249,0.000172,0.000125,0.000056,0.000027,0.000000
1,0,0.000313,0.000227,0.000140,0.000081,0.000034,0.000015,-0.000000
1,1,0.000900,0.000478,0.000290,0.000110,0.000048,0.000019,-0.000000
1,2,0.000442,0.000298,0.000193,0.000111,0.000040,0.000014,-0.000000
2,0,0.000337,0.000249,0.000172,0.000125,0.000056,0.000027,0.000000
2,1,0.000442,0.000298,0.000193,0.000111,0.000040,0.000014,-0.000000
2,2,0.001181,0.000889,0.000581,0.000464,0.000131,0.000039,-0.000000
