l.0,l.1,0,1,2,3,4,5,6,7
0,0,0.006600,0.006705,0.006961,0.006623,0.004723,0.003293,0.000000,0.000000
0,1,0.026320,0.024406,0.022443,0.020726,0.018285,0.016934,0.014045,0.014045
0,2,0.028329,0.026922,0.025344,0.023798,0.021087,0.019140,0.014782,0.014782
1,0,0.024417,0.022668,0.020921,0.019353,0.016952,0.015662,0.012795,0.012795
1,1,0.014455,0.011610,0.010604,0.007078,0.004622,0.002993,0.000000,0.000000
1,2,0.035021,0.032512,0.030006,0.027440,0.024133,0.022056,0.019221,0.019221
2,0,0.028697,0.027232,0.025610,0.024049,0.021314,0.019363,0.015001,0.015001
2,1,0.035562,0.032905,0.030337,0.027755,0.024455,0.022383,0.019537,0.019537
2,2,0.009736,0.012578,0.013354,0.014512,0.009307,0.005322,0.000000,0.000000
