,Split,Fold,0
0,0,0,2.2435895970313378
1,1,0,2296.0760602556616
2,2,0,2.6694615860024817
3,3,0,42.0320045370203
4,4,0,2.1702385463423797
5,5,0,2.6977178792602934
6,6,0,0.8227041820848033
7,7,0,1.9295283467828988
