,Input,Input,Input,Input,Input,Output
,Flue gas (kg/s),CO2 in flue gas (wt%),Solvent rate (kg/s),Solvent concentration (wt%),Lean loading (mol CO2/mol MEA),Capture level (%)
0,400.0,6.93,885.2,30,0.28,99.31333851
1,444.44444400000003,6.93,885.2,30,0.28,98.96674554
2,488.88888899999995,6.93,885.2,30,0.28,98.5697936
3,488.88888899999995,6.93,885.2,30,0.28,98.56984279
4,533.333333,6.93,885.2,30,0.28,97.99680669
5,577.777778,6.93,885.2,30,0.28,96.82973684
6,622.222222,6.93,885.2,30,0.28,93.94360999
7,666.666667,6.93,885.2,30,0.28,89.31472107
8,711.111111,6.93,885.2,30,0.28,84.37734858
9,755.5555559999999,6.93,885.2,30,0.28,79.74337931
10,800.0,6.93,885.2,30,0.28,75.54070112
11,660.54,3.7417800000000003,885.2,30,0.28,98.21416682
12,660.54,4.35553,885.2,30,0.28,98.05608011
13,660.54,4.96652,885.2,30,0.28,97.77766748
14,660.54,5.5747599999999995,885.2,30,0.28,97.19966204
15,660.54,6.18026,885.2,30,0.28,95.56049033
16,660.54,6.78305,885.2,30,0.28,91.33067305
17,660.54,7.383139999999999,885.2,30,0.28,85.79802783
18,660.54,7.9805600000000005,885.2,30,0.28,80.48910031
19,660.54,8.57532,885.2,30,0.28,75.70783984
20,660.54,9.16743,885.2,30,0.28,71.45224884
21,660.54,6.93,600.0,30,0.28,62.51364936
22,660.54,6.93,644.4444440000001,30,0.28,67.00882626
23,660.54,6.93,688.888889,30,0.28,71.48735166
24,660.54,6.93,733.333333,30,0.28,75.92945162
25,660.54,6.93,777.777778,30,0.28,80.29865918
26,660.54,6.93,822.222222,30,0.28,84.52681432
27,660.54,6.93,866.666667,30,0.28,88.48169911
28,660.54,6.93,885.200157,30,0.28,89.99597365
29,660.54,6.93,911.1111109999999,30,0.28,91.91214248
30,660.54,6.93,955.555556,30,0.28,94.45430367
31,660.54,6.93,1000.0,30,0.28,95.97921022
32,660.54,6.93,885.2,12,0.28,38.00314938
33,660.54,6.93,885.2,15,0.28,47.022531
34,660.54,6.93,885.2,18,0.28,56.00123577
35,660.54,6.93,885.2,21,0.28,64.90411383
36,660.54,6.93,885.2,24,0.28,73.66966928
37,660.54,6.93,885.2,27,0.28,82.16709176
38,660.54,6.93,885.2,30,0.28,89.99605290000001
39,660.54,6.93,885.2,33,0.28,95.60416942
40,660.54,6.93,885.2,36,0.28,97.62038021
41,660.54,6.93,885.2,39,0.28,98.29048894
42,660.54,6.93,885.2,30,0.23,98.57347661
43,660.54,6.93,885.2,30,0.24,98.0882114
44,660.54,6.93,885.2,30,0.25,97.24108715
45,660.54,6.93,885.2,30,0.26,95.68886989
46,660.54,6.93,885.2,30,0.27,93.20262957
47,660.54,6.93,885.2,30,0.28,89.99605290000001
48,660.54,6.93,885.2,30,0.29,86.38569405
49,660.54,6.93,885.2,30,0.3,82.55754802
50,660.54,6.93,885.2,30,0.31,78.60364455
51,660.54,6.93,885.2,30,0.32,74.57082973
