kind,model,N,fold,l.0,l.1,0,1,2,3,4,5,6,7
total,gpr.v.a,240,2,2,0,0.028697,0.027232,0.025610,0.024049,0.021314,0.019363,0.015001,0.015001
total,gpr.v.a,240,2,2,1,0.035562,0.032905,0.030337,0.027755,0.024455,0.022383,0.019537,0.019537
total,gpr.v.a,240,2,2,2,0.009736,0.012578,0.013354,0.014512,0.009307,0.005322,0.000000,0.000000
total,gpr.v.a,240,3,0,0,0.006661,0.006946,0.006568,0.006012,0.004608,0.003149,0.000000,0.000000
total,gpr.v.a,240,3,0,1,0.026198,0.023992,0.022086,0.020293,0.018016,0.016452,0.013565,0.013565
total,gpr.v.a,240,3,0,2,0.026497,0.024512,0.023229,0.021729,0.019453,0.017182,0.013459,0.013459
total,gpr.v.a,240,3,1,0,0.025751,0.023605,0.021740,0.019976,0.017706,0.016154,0.013270,0.013270
total,gpr.v.a,240,3,1,1,0.013960,0.011569,0.009960,0.007128,0.004960,0.002476,0.000000,0.000000
total,gpr.v.a,240,3,1,2,0.034462,0.031004,0.029290,0.027554,0.023893,0.020803,0.018144,0.018144
total,gpr.v.a,240,3,2,0,0.027501,0.025352,0.023981,0.022422,0.020062,0.017770,0.014033,0.014033
total,gpr.v.a,240,3,2,1,0.035000,0.031425,0.029636,0.027870,0.024210,0.021124,0.018458,0.018458
total,gpr.v.a,240,3,2,2,0.010401,0.012237,0.013960,0.015206,0.011086,0.005627,0.000000,0.000000
total,gpr.v.a,240,4,0,0,0.006020,0.006567,0.007154,0.006006,0.005076,0.003399,0.000000,0.000000
total,gpr.v.a,240,4,0,1,0.024484,0.022646,0.021170,0.019144,0.017621,0.015997,0.012961,0.012961
total,gpr.v.a,240,4,0,2,0.025325,0.023674,0.022604,0.020752,0.019376,0.017253,0.013349,0.013349
total,gpr.v.a,240,4,1,0,0.023728,0.022018,0.020618,0.018618,0.017108,0.015511,0.012485,0.012485
total,gpr.v.a,240,4,1,1,0.013065,0.011080,0.010427,0.007325,0.005429,0.003260,0.000000,0.000000
total,gpr.v.a,240,4,1,2,0.032778,0.029874,0.027530,0.025095,0.022951,0.020626,0.017731,0.017731
total,gpr.v.a,240,4,2,0,0.026428,0.024633,0.023414,0.021493,0.020037,0.017897,0.013977,0.013977
total,gpr.v.a,240,4,2,1,0.033297,0.030261,0.027859,0.025423,0.023287,0.020969,0.018060,0.018060
total,gpr.v.a,240,4,2,2,0.009078,0.012283,0.013641,0.012042,0.009410,0.005334,0.000000,0.000000
total,gpr.v.a,300,5,0,0,0.004374,0.005000,0.005113,0.004350,0.003507,0.002454,0.000000,0.000000
total,gpr.v.a,300,5,0,1,0.020291,0.018634,0.017105,0.015335,0.013914,0.012859,0.010679,0.010679
total,gpr.v.a,300,5,0,2,0.021572,0.019997,0.018829,0.017164,0.015689,0.014118,0.011158,0.011158
total,gpr.v.a,300,5,1,0,0.019621,0.018072,0.016603,0.014871,0.013462,0.012430,0.010259,0.010259
total,gpr.v.a,300,5,1,1,0.010028,0.008644,0.007992,0.005532,0.003839,0.002344,0.000000,0.000000
total,gpr.v.a,300,5,1,2,0.026593,0.024162,0.022340,0.020233,0.018123,0.016412,0.014234,0.014234
total,gpr.v.a,300,5,2,0,0.022790,0.021048,0.019709,0.017975,0.016413,0.014829,0.011861,0.011861
total,gpr.v.a,300,5,2,1,0.027328,0.024735,0.022817,0.020686,0.018583,0.016873,0.014688,0.014688
total,gpr.v.a,300,5,2,2,0.007207,0.009566,0.010945,0.010188,0.007905,0.004341,0.000000,0.000000
