kind,model,N,fold,l.0,l.1,0,1,2,3,4,5,6,7
closed,gpr.v.a,240,1,2,2,0.046209,0.094470,0.148829,0.222686,0.332841,0.504337,0.774447,0.774447
closed,gpr.v.a,240,2,0,0,0.288230,0.529990,0.734151,0.886202,1.020389,1.117769,1.193031,1.193031
closed,gpr.v.a,240,2,0,1,0.174439,0.312664,0.440450,0.521828,0.604260,0.662180,0.707105,0.707105
closed,gpr.v.a,240,2,0,2,-0.149142,-0.271419,-0.367081,-0.454916,-0.523107,-0.566999,-0.602734,-0.602734
closed,gpr.v.a,240,2,1,0,0.174439,0.312664,0.440450,0.521828,0.604260,0.662180,0.707105,0.707105
closed,gpr.v.a,240,2,1,1,0.136552,0.344584,0.615258,0.850017,1.091254,1.277586,1.428827,1.428827
closed,gpr.v.a,240,2,1,2,-0.087502,-0.129175,-0.121364,-0.069212,0.037148,0.185405,0.345191,0.345191
closed,gpr.v.a,240,2,2,0,-0.149142,-0.271419,-0.367081,-0.454916,-0.523107,-0.566999,-0.602734,-0.602734
closed,gpr.v.a,240,2,2,1,-0.087502,-0.129175,-0.121364,-0.069212,0.037148,0.185405,0.345191,0.345191
closed,gpr.v.a,240,2,2,2,0.078656,0.147196,0.218838,0.329607,0.493956,0.756209,1.149514,1.149514
closed,gpr.v.a,240,3,0,0,0.261227,0.475445,0.639273,0.784339,0.899555,0.988155,1.052169,1.052169
closed,gpr.v.a,240,3,0,1,0.139344,0.251348,0.336350,0.410839,0.465995,0.517406,0.547465,0.547465
closed,gpr.v.a,240,3,0,2,-0.120028,-0.227802,-0.308193,-0.372221,-0.436163,-0.476129,-0.513784,-0.513784
closed,gpr.v.a,240,3,1,0,0.139344,0.251348,0.336350,0.410839,0.465995,0.517406,0.547465,0.547465
closed,gpr.v.a,240,3,1,1,0.090852,0.245880,0.429432,0.619398,0.792058,0.970835,1.106291,1.106291
closed,gpr.v.a,240,3,1,2,-0.062042,-0.098323,-0.093055,-0.038344,0.038295,0.171532,0.317214,0.317214
closed,gpr.v.a,240,3,2,0,-0.120028,-0.227802,-0.308193,-0.372221,-0.436163,-0.476129,-0.513784,-0.513784
closed,gpr.v.a,240,3,2,1,-0.062042,-0.098323,-0.093055,-0.038344,0.038295,0.171532,0.317214,0.317214
closed,gpr.v.a,240,3,2,2,0.055504,0.114764,0.172482,0.256159,0.383736,0.597820,0.932846,0.932846
closed,gpr.v.a,240,4,0,0,0.265925,0.479909,0.657614,0.803190,0.917848,1.007764,1.072891,1.072891
closed,gpr.v.a,240,4,0,1,0.141055,0.256655,0.350879,0.416444,0.481395,0.530517,0.568463,0.568463
closed,gpr.v.a,240,4,0,2,-0.121286,-0.225634,-0.313601,-0.389072,-0.449351,-0.492010,-0.528434,-0.528434
closed,gpr.v.a,240,4,1,0,0.141055,0.256655,0.350879,0.416444,0.481395,0.530517,0.568463,0.568463
closed,gpr.v.a,240,4,1,1,0.094797,0.248553,0.458630,0.645395,0.860536,1.028724,1.172491,1.172491
closed,gpr.v.a,240,4,1,2,-0.060877,-0.100563,-0.094179,-0.038072,0.051566,0.180943,0.324151,0.324151
closed,gpr.v.a,240,4,2,0,-0.121286,-0.225634,-0.313601,-0.389072,-0.449351,-0.492010,-0.528434,-0.528434
closed,gpr.v.a,240,4,2,1,-0.060877,-0.100563,-0.094179,-0.038072,0.051566,0.180943,0.324151,0.324151
closed,gpr.v.a,240,4,2,2,0.056024,0.110327,0.173377,0.268260,0.398773,0.615540,0.940939,0.940939
closed,gpr.v.a,300,5,0,0,0.266104,0.483280,0.664095,0.807869,0.924130,1.014852,1.077209,1.077209
closed,gpr.v.a,300,5,0,1,0.151976,0.272449,0.372679,0.449160,0.515724,0.568162,0.605634,0.605634
closed,gpr.v.a,300,5,0,2,-0.120351,-0.221528,-0.308628,-0.378044,-0.435157,-0.475213,-0.503460,-0.503460
closed,gpr.v.a,300,5,1,0,0.151976,0.272449,0.372679,0.449160,0.515724,0.568162,0.605634,0.605634
closed,gpr.v.a,300,5,1,1,0.108342,0.279912,0.489771,0.684459,0.883526,1.051828,1.192924,1.192924
closed,gpr.v.a,300,5,1,2,-0.066649,-0.102133,-0.097917,-0.055242,0.028808,0.151115,0.295676,0.295676
closed,gpr.v.a,300,5,2,0,-0.120351,-0.221528,-0.308628,-0.378044,-0.435157,-0.475213,-0.503460,-0.503460
closed,gpr.v.a,300,5,2,1,-0.066649,-0.102133,-0.097917,-0.055242,0.028808,0.151115,0.295676,0.295676
closed,gpr.v.a,300,5,2,2,0.054671,0.106506,0.168040,0.247415,0.371635,0.569828,0.889018,0.889018
total,gpr.v.a,240,0,0,0,0.755451,0.555960,0.384956,0.249862,0.144631,0.057825,0.000000,1.008686
total,gpr.v.a,240,0,0,1,0.447496,0.328590,0.226055,0.150724,0.084806,0.035017,0.000000,0.598655
total,gpr.v.a,240,0,0,2,-0.338203,-0.250146,-0.171951,-0.115682,-0.065376,-0.028964,-0.000000,-0.453112
total,gpr.v.a,240,0,1,0,0.447496,0.328590,0.226055,0.150724,0.084806,0.035017,-0.000000,0.598655
total,gpr.v.a,240,0,1,1,0.697586,0.408241,0.224833,0.122626,0.059114,0.021794,0.000000,1.162949
total,gpr.v.a,240,0,1,2,0.208469,0.123548,0.056668,0.004713,-0.009953,-0.014695,0.000000,0.296458
total,gpr.v.a,240,0,2,0,-0.338203,-0.250146,-0.171951,-0.115682,-0.065376,-0.028964,-0.000000,-0.453112
total,gpr.v.a,240,0,2,1,0.208469,0.123548,0.056668,0.004713,-0.009953,-0.014695,-0.000000,0.296458
total,gpr.v.a,240,0,2,2,0.706672,0.562497,0.408642,0.261515,0.133147,0.030992,0.000000,0.846268
total,gpr.v.a,240,1,0,0,0.779036,0.568706,0.400808,0.263637,0.153027,0.059845,0.000000,1.049422
total,gpr.v.a,240,1,0,1,0.453735,0.329370,0.230917,0.158767,0.095954,0.039100,-0.000000,0.613426
total,gpr.v.a,240,1,0,2,-0.344465,-0.250959,-0.172048,-0.104994,-0.053186,-0.026911,-0.000000,-0.454104
total,gpr.v.a,240,1,1,0,0.453735,0.329370,0.230917,0.158767,0.095954,0.039100,0.000000,0.613426
total,gpr.v.a,240,1,1,1,0.693921,0.404054,0.221087,0.125884,0.067089,0.026321,-0.000000,1.201187
total,gpr.v.a,240,1,1,2,0.173745,0.102201,0.043850,0.004511,-0.011495,-0.015655,-0.000000,0.275371
total,gpr.v.a,240,1,2,0,-0.344465,-0.250959,-0.172048,-0.104994,-0.053186,-0.026911,-0.000000,-0.454104
total,gpr.v.a,240,1,2,1,0.173745,0.102201,0.043850,0.004511,-0.011495,-0.015655,0.000000,0.275371
total,gpr.v.a,240,1,2,2,0.642437,0.506109,0.369362,0.226561,0.106192,0.023394,0.000000,0.774447
total,gpr.v.a,240,2,0,0,0.902684,0.659687,0.455300,0.303347,0.169938,0.073664,0.000000,1.193031
total,gpr.v.a,240,2,0,1,0.528060,0.386019,0.260482,0.179899,0.101103,0.044010,-0.000000,0.707105
total,gpr.v.a,240,2,0,2,-0.453831,-0.331477,-0.236953,-0.146985,-0.074081,-0.032612,0.000000,-0.602734
total,gpr.v.a,240,2,1,0,0.528060,0.386019,0.260482,0.179899,0.101103,0.044010,-0.000000,0.707105
total,gpr.v.a,240,2,1,1,0.832141,0.482617,0.252701,0.142659,0.067330,0.026410,0.000000,1.428827
total,gpr.v.a,240,2,1,2,0.244588,0.139578,0.053523,0.003810,-0.017850,-0.018320,-0.000000,0.345191
total,gpr.v.a,240,2,2,0,-0.453831,-0.331477,-0.236953,-0.146985,-0.074081,-0.032612,0.000000,-0.602734
total,gpr.v.a,240,2,2,1,0.244588,0.139578,0.053523,0.003810,-0.017850,-0.018320,-0.000000,0.345191
total,gpr.v.a,240,2,2,2,0.963471,0.759260,0.560535,0.345534,0.148263,0.028491,0.000000,1.149514
total,gpr.v.a,240,3,0,0,0.789121,0.574111,0.410101,0.265232,0.150860,0.062936,0.000000,1.052169
total,gpr.v.a,240,3,0,1,0.402973,0.290957,0.205842,0.133755,0.077171,0.028839,0.000000,0.547465
total,gpr.v.a,240,3,0,2,-0.396035,-0.288195,-0.208306,-0.141338,-0.077682,-0.035084,0.000000,-0.513784
total,gpr.v.a,240,3,1,0,0.402973,0.290957,0.205842,0.133755,0.077171,0.028839,-0.000000,0.547465
total,gpr.v.a,240,3,1,1,0.649153,0.362883,0.201912,0.108076,0.051366,0.013974,0.000000,1.106291
total,gpr.v.a,240,3,1,2,0.225547,0.132739,0.070929,0.021074,-0.006654,-0.013451,-0.000000,0.317214
total,gpr.v.a,240,3,2,0,-0.396035,-0.288195,-0.208306,-0.141338,-0.077682,-0.035084,0.000000,-0.513784
total,gpr.v.a,240,3,2,1,0.225547,0.132739,0.070929,0.021074,-0.006654,-0.013451,-0.000000,0.317214
total,gpr.v.a,240,3,2,2,0.794352,0.621592,0.475564,0.315717,0.151353,0.032149,0.000000,0.932846
total,gpr.v.a,240,4,0,0,0.804505,0.589218,0.411466,0.266296,0.152394,0.063584,0.000000,1.072891
total,gpr.v.a,240,4,0,1,0.424365,0.308498,0.214140,0.149563,0.085501,0.037083,-0.000000,0.568463
total,gpr.v.a,240,4,0,2,-0.407645,-0.303667,-0.215440,-0.138675,-0.077088,-0.033832,0.000000,-0.528434
total,gpr.v.a,240,4,1,0,0.424365,0.308498,0.214140,0.149563,0.085501,0.037083,-0.000000,0.568463
total,gpr.v.a,240,4,1,1,0.696166,0.402737,0.211025,0.117915,0.057200,0.022185,0.000000,1.172491
total,gpr.v.a,240,4,1,2,0.224363,0.133774,0.055659,0.001310,-0.015590,-0.016985,0.000000,0.324151
total,gpr.v.a,240,4,2,0,-0.407645,-0.303667,-0.215440,-0.138675,-0.077088,-0.033832,-0.000000,-0.528434
total,gpr.v.a,240,4,2,1,0.224363,0.133774,0.055659,0.001310,-0.015590,-0.016985,0.000000,0.324151
total,gpr.v.a,240,4,2,2,0.795212,0.632773,0.460759,0.286750,0.139238,0.032315,-0.000000,0.940939
total,gpr.v.a,300,5,0,0,0.809973,0.592240,0.410973,0.267242,0.151683,0.061579,0.000000,1.077209
total,gpr.v.a,300,5,0,1,0.450218,0.328187,0.228447,0.153331,0.088264,0.036048,0.000000,0.605634
total,gpr.v.a,300,5,0,2,-0.384105,-0.283888,-0.196774,-0.125726,-0.067234,-0.028816,0.000000,-0.503460
total,gpr.v.a,300,5,1,0,0.450218,0.328187,0.228447,0.153331,0.088264,0.036048,-0.000000,0.605634
total,gpr.v.a,300,5,1,1,0.697461,0.409336,0.221730,0.122428,0.059454,0.021852,0.000000,1.192924
total,gpr.v.a,300,5,1,2,0.205190,0.122458,0.052849,0.008041,-0.012787,-0.013882,-0.000000,0.295676
total,gpr.v.a,300,5,2,0,-0.384105,-0.283888,-0.196774,-0.125726,-0.067234,-0.028816,0.000000,-0.503460
total,gpr.v.a,300,5,2,1,0.205190,0.122458,0.052849,0.008041,-0.012787,-0.013882,0.000000,0.295676
total,gpr.v.a,300,5,2,2,0.749698,0.596342,0.435337,0.277128,0.130945,0.027841,0.000000,0.889018
