N,fold,l.0,l.1,0,1,2,3,4,5,6,7
240,4,0,2,-0.121286,-0.104345,-0.087163,-0.075218,-0.059500,-0.042139,-0.033832,-0.528434
240,4,1,0,0.141055,0.115137,0.095372,0.065471,0.064806,0.048718,0.037083,0.568463
240,4,1,1,0.094797,0.075278,0.064416,0.034674,0.040198,0.030543,0.022185,1.172491
240,4,1,2,-0.060877,-0.054139,-0.040820,-0.029714,-0.029176,-0.015880,-0.016985,0.324151
240,4,2,0,-0.121286,-0.104345,-0.087163,-0.075218,-0.059500,-0.042139,-0.033832,-0.528434
240,4,2,1,-0.060877,-0.054139,-0.040820,-0.029714,-0.029176,-0.015880,-0.016985,0.324151
240,4,2,2,0.056024,0.051291,0.045895,0.043326,0.038394,0.035460,0.032315,0.940939
300,5,0,0,0.266104,0.217070,0.180689,0.143472,0.115455,0.090073,0.061579,1.077209
300,5,0,1,0.151976,0.119969,0.099297,0.076000,0.065736,0.052111,0.036048,0.605634
300,5,0,2,-0.120351,-0.101337,-0.087281,-0.069635,-0.056772,-0.038836,-0.028816,-0.503460
300,5,1,0,0.151976,0.119969,0.099297,0.076000,0.065736,0.052111,0.036048,0.605634
300,5,1,1,0.108342,0.081440,0.064670,0.046928,0.041123,0.033207,0.021852,1.192924
300,5,1,2,-0.066649,-0.052688,-0.043431,-0.031232,-0.027084,-0.016460,-0.013882,0.295676
300,5,2,0,-0.120351,-0.101337,-0.087281,-0.069635,-0.056772,-0.038836,-0.028816,-0.503460
300,5,2,1,-0.066649,-0.052688,-0.043431,-0.031232,-0.027084,-0.016460,-0.013882,0.295676
300,5,2,2,0.054671,0.048242,0.044629,0.038736,0.035443,0.029609,0.027841,0.889018
