,Split,Fold,0,1,2,3
0,0,0,1.0587486749572812,23.924444467655405,89.48007960668751,79835.62464276503
1,1,0,48.36588862222604,48407.62892379322,34819.15427972123,55623.61121242836
2,2,0,3.877688594407129,1.6887602207023122,2.8406855939818056,2.2053527428079
3,3,0,7.353452219340528,36.10608916440355,22.690632179816152,1985386.9738556345
4,4,0,1.0840815105289765,4.405863656239088,21.896941828959584,68084.25209307259
5,5,0,1.1457381150802135,88.16966472064665,1106043.6498336298,62828.788906374684
6,6,0,0.7116882390545515,6.458646987873747,5.924369084532057,82184.63945583161
7,7,0,1.4592225046828613,6.380301317022854,1.953335830522816,1.6405177228314034
