,Split,Fold,0,1,2,3,4
0,0,0,0.820039427566302,0.8218811980975661,0.8219816004065263,0.8219816004065266,0.8219816004065266
1,1,0,0.9998637935911616,0.9998637935911616,0.9998637935911616,0.9998637935911616,0.999863793591162
2,2,0,0.4476044243648951,0.4731199034846592,0.4798888150914639,0.4952091606748328,0.4952091606748328
3,3,0,1.0542702805059667,1.0608839052492236,1.060883905329595,1.060883905329595,1.0608870616070116
4,4,0,0.7939739830113939,0.8088075769065338,0.8096959993671109,0.8096959993468159,0.8096959993468159
5,5,0,0.9217446540129796,0.9220352172517136,0.9220352172517138,0.9220352172517138,0.922035217251714
6,6,0,0.8970405412883178,0.9093862189864956,0.9138156733989218,0.9138156733989218,0.9138156733989788
7,7,0,0.9583944054541856,1.015580526847197,1.050727356579223,1.050727356579223,1.050727356579223
