l.0,l.1,0,1,2,3,4,5,6,7
0,0,0.005783,0.006671,0.006724,0.006135,0.004952,0.003233,0.000000,0.000000
0,1,0.024001,0.022083,0.020383,0.018723,0.017084,0.015495,0.012525,0.012525
0,2,0.025808,0.023845,0.022623,0.021103,0.019179,0.017036,0.013277,0.013277
1,0,0.022642,0.020926,0.019356,0.017776,0.016184,0.014628,0.011670,0.011670
1,1,0.012233,0.011106,0.009994,0.007262,0.005217,0.003128,0.000000,0.000000
1,2,0.032139,0.029232,0.027137,0.024972,0.022330,0.020229,0.017227,0.017227
2,0,0.027023,0.024910,0.023514,0.021938,0.019945,0.017794,0.014025,0.014025
2,1,0.033047,0.029914,0.027712,0.025518,0.022881,0.020786,0.017773,0.017773
2,2,0.008623,0.011072,0.013480,0.012968,0.010291,0.006212,0.000000,0.000000
