l.0,l.1,0,1,2,3,4,5,6,7
0,0,0.251054,0.448827,0.618359,0.752290,0.856614,0.942673,1.000000,1.000000
0,1,0.139564,0.249350,0.344020,0.413573,0.474435,0.520406,0.552736,0.552736
0,2,-0.124372,-0.219681,-0.304315,-0.365218,-0.419667,-0.459077,-0.490426,-0.490426
1,0,0.139564,0.249350,0.344020,0.413573,0.474435,0.520406,0.552736,0.552736
1,1,0.400158,0.648960,0.806670,0.894556,0.949169,0.981259,1.000000,1.000000
1,2,0.088694,0.174295,0.241711,0.294083,0.308866,0.313646,0.298833,0.298833
2,0,-0.124372,-0.219681,-0.304315,-0.365218,-0.419667,-0.459077,-0.490426,-0.490426
2,1,0.088694,0.174295,0.241711,0.294083,0.308866,0.313646,0.298833,0.298833
2,2,0.164955,0.335320,0.517125,0.690979,0.842666,0.963378,1.000000,1.000000
