,Split,Fold,0
0,0,0,-119.5061663012998
1,1,0,-171.26728601475318
2,2,0,-8.532918004819308
3,3,0,-142.00146653902203
4,4,0,-93.60341869606084
5,5,0,-136.22572841767288
6,6,0,-84.44913450586066
7,7,0,-67.95088340885908
