,Split,Fold,0
0,0,0,1.6517739816864945
1,1,0,90.8493692457512
2,2,0,3.3828550871528416
3,3,0,0.5437102308279549
4,4,0,2.264311283299588
5,5,0,1.4836723369591454
6,6,0,0.14482991314344842
7,7,0,2.4538386456423718
