l.0,l.1,0,1,2,3,4,5,6,7
0,0,0.006658,0.006914,0.006661,0.006060,0.004650,0.003232,0.000000,0.000000
0,1,0.006727,0.008209,0.009510,0.011258,0.012597,0.013202,0.013565,0.013565
0,2,0.006783,0.008279,0.009372,0.010800,0.011681,0.012627,0.013459,0.013459
1,0,0.006679,0.008094,0.009328,0.011035,0.012367,0.012936,0.013270,0.013270
1,1,0.006592,0.010358,0.011797,0.013008,0.010562,0.007328,0.000000,0.000000
1,2,0.004656,0.006876,0.009258,0.012522,0.015027,0.016947,0.018144,0.018144
2,0,0.006802,0.008419,0.009598,0.011087,0.012155,0.013146,0.014033,0.014033
2,1,0.004714,0.006996,0.009332,0.012525,0.015036,0.017047,0.018458,0.018458
2,2,0.006666,0.008571,0.009595,0.011704,0.014407,0.013988,0.000000,0.000000
