l.0,l.1,0,1,2,3,4,5,6,7
0,0,0.248275,0.451871,0.607576,0.745449,0.854953,0.939159,1.000000,1.000000
0,1,0.129155,0.232969,0.311755,0.380798,0.431920,0.479572,0.507433,0.507433
0,2,-0.121153,-0.229938,-0.311082,-0.375710,-0.440251,-0.480593,-0.518600,-0.518600
1,0,0.129155,0.232969,0.311755,0.380798,0.431920,0.479572,0.507433,0.507433
1,1,0.082123,0.222257,0.388173,0.559888,0.715958,0.877559,1.000000,1.000000
1,2,-0.061072,-0.096787,-0.091601,-0.037745,0.037697,0.168852,0.312258,0.312258
2,0,-0.121153,-0.229938,-0.311082,-0.375710,-0.440251,-0.480593,-0.518600,-0.518600
2,1,-0.061072,-0.096787,-0.091601,-0.037745,0.037697,0.168852,0.312258,0.312258
2,2,0.059499,0.123026,0.184899,0.274599,0.411361,0.640856,1.000000,1.000000
