,Split,Fold,0,1
0,0,0,0.8099600567347036,0.8161671230047967
1,1,0,0.9997253302793988,0.9997253302793988
2,2,0,0.8545364010636046,0.8792672326113222
3,3,0,1.0547472600291603,1.0615283477694135
4,4,0,0.8067850762172966,0.8268806737803484
5,5,0,0.9217446559859248,0.9220352191539688
6,6,0,0.8933153371601884,0.9177070852391532
7,7,0,0.9052374103939596,1.0995704346341486
