,Split,Fold,0,1
0,0,0,0.9923948587303528,1.0
1,1,0,0.9999999999999998,1.0
2,2,0,0.9718733615555424,1.0
3,3,0,0.9936119579335756,1.0
4,4,0,0.9756971009236696,1.0
5,5,0,0.9996848676037444,1.0
6,6,0,0.9734209875119268,1.0
7,7,0,0.8232645966832968,1.0
