,Split,Fold,0,1
0,0,0,0.9923948587303528,0.0011192177534043776
1,1,0,0.9999999999999998,-7.329485150164378e-15
2,2,0,0.9718733615555424,0.022393106084794525
3,3,0,0.9936119579335756,9.339461597008515e-05
4,4,0,0.9756971009236696,0.014488321794103191
5,5,0,0.9996848676037444,6.486853655719133e-05
6,6,0,0.9734209875119268,0.00037645663529775386
7,7,0,0.8232645966832968,0.05739295385193605
