,Split,Fold,0,1,2,3,4
0,0,0,0.997637206429847,0.9998778533377016,0.9999999999999998,1.0,1.0
1,1,0,0.9999999999999996,0.9999999999999996,0.9999999999999998,0.9999999999999998,1.0
2,2,0,0.9038694351997332,0.9553940860866303,0.9690628792841968,1.0,1.0
3,3,0,0.9937629731377609,0.9999970247937766,0.9999970248695356,0.9999970248695356,1.0
4,4,0,0.9805828158369252,0.9989027703718448,1.0000000000250648,1.0,1.0
5,5,0,0.9996848675264266,0.9999999999999996,1.0,1.0,1.0
6,6,0,0.9816427616651996,0.9951527922518468,0.9999999999999376,0.9999999999999376,1.0
7,7,0,0.9121247290775418,0.9665500003288662,1.0,1.0,1.0
