,Split,Fold,0,1,2,3
0,0,0,0.8200390109307377,0.8218807849323664,0.8219811940188486,0.8219811940188485
1,1,0,1.0004454490787489,1.0004455126253629,1.0004455126253629,1.0004455126253629
2,2,0,0.4476099677180989,0.4731259888187011,0.4798942796353095,0.4952145391822372
3,3,0,1.0249190865165645,1.0256363190104467,1.02738220138491,1.02738220138491
4,4,0,0.7939662990438846,0.8087998120446342,0.8096881985300663,0.8096881985300663
5,5,0,0.9217448308966468,0.9220353875015336,0.9220353875015338,0.9220353875015338
6,6,0,0.8970406860909874,0.909386355435728,0.9138158440212504,0.9138158440212504
7,7,0,0.8479357100521142,0.8587620668096497,0.8899873722408824,0.9482238570978176
