,Split,Fold,0,1,2,3
0,0,0,0.9976371927943812,0.00012066636238379548,2.3157206346228243e-05,-2.0260007759977383e-16
1,1,0,0.9999999364816844,4.66086023134754e-15,4.66086023134754e-15,4.66086023134754e-15
2,2,0,0.903870812147904,0.04680139583203547,0.0035590077457820016,0.011560194338874534
3,3,0,0.997602533054373,0.0002545438629382461,0.0002496587558737888,-7.780556998676593e-15
4,4,0,0.9805827730789164,0.0065644112143034535,0.00013139138851588368,2.7423470581408763e-15
5,5,0,0.9996848747794004,6.486601369473526e-05,-2.4082004653499477e-16,-2.4082004653499477e-16
6,6,0,0.981642736838044,0.00029129334637924655,0.001654780872219356,2.088162331676658e-16
7,7,0,0.8942357901090462,0.010606537964518345,0.017007903608741538,0.030360532626020918
