,Split,Fold,0,1,2,3
0,0,0,0.9976371927943812,0.9998778450319632,1.0000000000000002,1.0
1,1,0,0.9999999364816844,0.9999999999999998,0.9999999999999998,1.0
2,2,0,0.903870812147904,0.955395997863852,0.969063389026852,1.0
3,3,0,0.997602533054373,0.9983006495809351,1.0,1.0
4,4,0,0.9805827730789164,0.9989028042065516,1.0,1.0
5,5,0,0.9996848747794004,0.9999999999999998,1.0,1.0
6,6,0,0.981642736838044,0.9951527557609084,1.0,1.0
7,7,0,0.8942357901090462,0.9056533015716572,0.9385836114320341,1.0
